id,state,county,zip_3_level,order_year,order_month,species,panel_name,assay_name,remark,site,source,org_standard,age_year,R1,H1,W1,N5,N3,I2,E1,O1,N4,N6,N2,B1,Z1,W2,Z2,F1,M2,T1,K1,D1,S1,D3,E2,B2,L1,O2,W4,H3,H4,X1,T2,Z4,U1,Z3,W5,J1,O3,V1,I1,G1,A1,R3,FUSIDIC ACID,B3,D4,H2,CEFOPERAZONE,N1,C1,R2,P1,D2,W3,Q1,H5,M1,Y1
561569,New York,New York,100,2022,9,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,16,S,S,S,None,S,S,S,S,S,None,None,S,S,S,S,None,S,S,None,S,S,S,S,S,None,None,None,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
639541,New York,New York,100,2022,9,FELINE,URINE CULTURE & MIC,URINE CULTURE RESULTS,None,None,URINE,E COLI,14,S,R,S,N/I,S,S,S,R,S,None,None,R,R,S,R,None,None,S,N/I,S,S,S,S,R,S,None,S,S,R,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
640370,New York,New York,100,2022,9,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,ENTEROCOCCUS FAECALIS,13,S,S,N/I,N/I,N/I,None,S,S,N/I,N/I,N/I,S,S,N/I,S,I,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
614513,New York,New York,100,2022,9,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,14,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,None,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
465502,New York,New York,100,2022,9,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,< 1 year,N/I,N/I,N/I,N/I,N/I,None,N/I,N/I,N/I,N/I,N/I,N/I,N/I,N/I,N/I,None,N/I,N/I,None,N/I,None,N/I,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
100068,New York,New York,100,2022,9,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,< 1 year,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
546629,New York,New York,100,2022,9,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,None,R,R,S,R,R,R,S,R,R,R,R,R,R,R,R,I,R,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
195057,New York,New York,100,2022,9,FELINE,URINE CULTURE & MIC,URINE CULTURE RESULTS,None,None,URINE,E COLI,12,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
973759,New York,New York,100,2022,9,CANINE,SPECIAL URINE CULTURE & MIC,URINE CULTURE RESULTS,None,None,URINE,STAPHYLOCOCCUS PSEUDINTERMEDIUS,13,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
420427,New York,New York,100,2022,9,CANINE,URINE CULT & SUSCEPTIBILITY,None,None,None,URINE,E COLI,13,N/I,N/I,N/I,None,N/I,None,N/I,N/I,N/I,None,None,N/I,N/I,N/I,N/I,None,N/I,N/I,None,N/I,N/I,N/I,N/I,N/I,None,None,N/I,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
581032,New York,New York,100,2022,9,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,PSEUDOMONAS AERUGINOSA,None,N/I,N/I,S,S,R,None,S,S,S,None,None,R,S,S,S,None,S,S,None,N/I,N/I,N/I,N/I,N/I,N/I,None,None,N/I,N/I,N/I,None,None,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
648370,New York,New York,100,2022,9,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,17,None,None,S,S,None,None,None,S,None,None,None,None,S,S,S,None,None,S,S,None,None,None,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
417575,New York,New York,100,2022,9,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,12,S,S,S,S,S,S,S,S,S,None,S,R,S,S,S,None,S,S,S,None,None,None,S,None,None,None,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
41551,New York,New York,100,2022,9,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,None,N/I,N/I,I,S,N/I,None,R,R,N/I,N/I,N/I,N/I,R,S,R,None,N/I,S,None,N/I,None,N/I,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
803288,New York,New York,100,2022,9,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,ENTEROCOCCUS FAECIUM,None,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
623892,New York,New York,101,2022,1,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,ENTEROCOCCUS FAECALIS,None,S,S,N/I,None,N/I,None,S,S,N/I,None,None,R,S,N/I,S,None,N/I,N/I,None,R,N/I,R,S,R,None,None,None,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
168624,New York,New York,101,2022,11,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,16,S,S,N/I,N/I,N/I,None,S,S,N/I,None,N/I,R,S,N/I,S,None,None,N/I,N/I,R,N/I,R,S,R,N/I,None,N/I,N/I,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
168624,New York,New York,101,2022,11,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,ENTEROCOCCUS CASSELIFLAVUS,16,S,S,S,S,S,I,S,S,S,S,S,R,S,S,S,R,S,None,None,None,None,None,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
355740,New York,New York,101,2022,12,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,13,N/I,N/I,N/I,N/I,N/I,None,N/I,N/I,N/I,N/I,N/I,N/I,N/I,N/I,N/I,None,N/I,N/I,None,N/I,None,N/I,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
145270,New York,New York,101,2022,2,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,17,S,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
556168,New York,New York,101,2022,2,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,INCISION D/C,URINE,STAPHYLOCOCCUS PSEUDINTERMEDIUS,11,S,S,S,None,S,S,S,S,S,None,None,S,S,S,S,None,S,S,None,S,S,S,S,S,None,None,None,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
326423,New York,New York,101,2022,3,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,ENTEROCOCCUS FAECALIS,None,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
852287,New York,New York,101,2022,6,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,ENTEROCOCCUS FAECALIS,11,S,S,N/I,N/I,N/I,None,S,S,N/I,N/I,N/I,R,S,N/I,S,None,N/I,N/I,None,R,None,R,S,R,None,None,None,None,None,None,None,None,None,None,None,None,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
490197,New York,New York,101,2022,9,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,12,S,S,S,None,S,S,S,S,S,None,None,None,S,S,S,None,S,S,None,S,S,S,S,S,S,None,None,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
521406,New York,New York,101,2022,9,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,ENTEROCOCCUS FAECALIS,None,R,R,S,None,R,R,R,R,R,None,None,R,R,I,R,None,S,R,None,R,R,R,S,R,S,None,None,R,R,S,None,None,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
838597,New York,New York,102,2022,10,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,10,R,R,S,S,S,R,R,S,S,S,S,R,R,S,S,R,R,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
731308,New York,New York,102,2022,11,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,14,N/I,N/I,N/I,None,S,None,N/I,N/I,S,None,None,R,S,R,S,None,S,N/I,None,N/I,N/I,N/I,N/I,N/I,N/I,None,R,N/I,N/I,N/I,None,None,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
591534,New York,New York,102,2022,5,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,ENTEROCOCCUS FAECALIS,None,R,R,S,None,R,R,S,R,R,None,None,R,I,S,R,None,S,R,None,R,R,R,S,S,R,None,S,R,R,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
359453,New York,New York,102,2022,8,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,12,R,R,S,R,R,R,S,R,R,R,R,R,R,R,R,S,R,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
816752,New York,Richmond,103,2022,1,FELINE,URINE CULTURE & MIC,URINE CULTURE RESULTS,None,None,URINE,YERSINIA ENTEROCOLITICA,None,N/I,N/I,None,None,None,None,N/I,N/I,None,None,None,N/I,N/I,None,N/I,None,None,None,None,N/I,None,N/I,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
228619,New York,Richmond,103,2022,11,FELINE,URINE CULTURE & MIC,URINE CULTURE RESULTS,None,None,URINE,E COLI,14,S,R,S,S,S,S,S,S,S,S,S,R,S,S,S,S,R,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
614467,New York,Richmond,103,2022,11,CANINE,URINE CULTURE & MIC,URINE CULTURE RESULTS,None,None,URINE,E COLI,None,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
442443,New York,Richmond,103,2022,11,CANINE,URINE CULTURE & MIC,URINE CULTURE RESULTS,None,None,URINE,E COLI,12,S,R,S,None,S,S,R,S,S,None,None,R,S,S,S,None,R,S,None,R,R,R,S,S,S,None,None,S,R,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
442443,New York,Richmond,103,2022,11,CANINE,URINE CULTURE & MIC,URINE CULTURE RESULTS,None,None,URINE,ENTEROCOCCUS FAECALIS,12,None,None,S,S,None,None,None,S,None,None,None,None,I,S,S,None,None,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
724165,New York,Richmond,103,2022,12,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,None,S,S,None,None,None,None,S,I,None,None,None,S,I,None,R,None,None,None,None,R,None,R,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
456872,New York,Richmond,103,2022,12,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,None,R,R,S,S,S,R,S,S,S,S,S,R,I,R,S,None,R,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
679387,New York,Richmond,103,2022,2,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,None,S,S,S,S,I,S,I,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
353615,New York,Richmond,103,2022,2,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,17,S,S,S,S,I,S,S,S,S,N/I,N/I,S,S,S,S,None,S,S,None,S,S,S,S,S,None,None,None,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
162767,New York,Richmond,103,2022,2,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,PROTEUS MIRABILIS,None,S,S,N/I,N/I,N/I,None,S,S,N/I,N/I,N/I,S,S,N/I,S,None,N/I,N/I,None,R,N/I,R,S,S,N/I,None,None,N/I,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
178632,New York,Richmond,103,2022,5,CANINE,URINE CULTURE & MIC,URINE CULTURE RESULTS,None,None,URINE,E COLI,10,R,R,S,N/I,N/I,None,S,N/I,N/I,N/I,N/I,S,R,S,N/I,None,R,N/I,N/I,N/I,R,R,N/I,S,N/I,None,S,N/I,N/I,N/I,None,N/I,N/I,R,S,None,None,None,R,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
859270,New York,Richmond,103,2022,5,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,PROTEUS MIRABILIS,11,S,R,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
928272,New York,Richmond,103,2022,5,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,10,None,None,S,S,None,None,R,S,None,None,None,None,I,I,I,None,None,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
727465,New York,Richmond,103,2022,6,CANINE,URINE CULTURE & MIC,URINE CULTURE RESULTS,None,None,URINE,STAPHYLOCOCCUS PSEUDINTERMEDIUS,None,R,R,S,R,R,R,R,S,R,R,R,R,S,S,S,None,S,S,N/I,N/I,N/I,N/I,N/I,N/I,None,None,N/I,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
556397,New York,Richmond,103,2022,6,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,PROTEUS MIRABILIS,None,S,R,S,N/I,S,S,R,S,S,None,N/I,R,S,I,S,None,S,S,N/I,R,S,R,S,R,None,None,N/I,S,R,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
612700,New York,Richmond,103,2022,6,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,14,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
946608,New York,Richmond,103,2022,7,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,STAPHYLOCOCCUS PSEUDINTERMEDIUS,None,S,S,S,None,S,S,S,S,S,None,None,S,S,S,S,S,S,S,None,None,S,None,None,S,None,None,None,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
19413,New York,Richmond,103,2022,7,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,14,None,None,S,S,None,None,None,S,None,None,None,None,S,S,S,None,None,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
610940,New York,Richmond,103,2022,7,CANINE,URINE CULT-LOW COLONY CT,URINE CULTURE RESULTS,None,None,URINE,E COLI,None,S,R,S,None,S,S,S,S,S,None,None,S,S,S,S,S,S,S,None,None,S,None,None,S,None,None,None,S,R,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
610940,New York,Richmond,103,2022,7,CANINE,URINE CULT-LOW COLONY CT,URINE CULTURE RESULTS,None,None,URINE,KLEBSIELLA PNEUMONIAE,None,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
806570,New York,Richmond,103,2022,7,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,None,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
155650,New York,Richmond,103,2022,7,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,PROTEUS MIRABILIS,None,S,S,N/I,N/I,N/I,None,S,S,N/I,N/I,N/I,S,S,N/I,S,None,N/I,N/I,None,R,None,R,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
348378,New York,Richmond,103,2022,8,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,15,R,R,S,None,R,R,S,R,R,None,None,R,R,R,R,None,R,R,None,R,R,R,S,R,None,None,None,R,R,S,None,None,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
667888,New York,Richmond,103,2022,8,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,11,S,R,S,None,S,S,S,S,S,None,None,R,S,S,S,None,S,S,None,S,S,S,S,R,S,None,S,S,R,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
577626,New York,Richmond,103,2022,8,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,STAPHYLOCOCCUS PSEUDINTERMEDIUS,10,S,S,N/I,None,N/I,None,S,S,N/I,None,None,R,S,N/I,S,None,N/I,N/I,None,R,N/I,R,S,R,None,None,None,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
815344,New York,Richmond,103,2022,9,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,ENTEROCOCCUS SP,None,S,R,S,S,S,S,S,S,I,S,S,S,S,S,S,I,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
950324,New York,Richmond,103,2022,9,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,None,S,S,None,None,None,None,S,I,None,None,None,S,I,None,I,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
586026,New York,Richmond,103,2022,9,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,< 1 year,R,R,S,S,R,R,S,S,R,R,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
484023,New York,Richmond,103,2022,9,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,None,R,R,S,S,I,R,I,S,S,S,S,R,S,S,S,None,S,S,None,N/I,None,N/I,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
292565,New York,Richmond,103,2022,9,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,13,R,R,None,None,None,None,S,R,None,None,None,R,R,None,R,I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
730802,New York,Bronx,104,2022,1,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,STAPHYLOCOCCUS PSEUDINTERMEDIUS,1,R,N/I,S,S,S,R,S,S,S,S,S,R,S,S,S,None,S,S,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
10606,New York,Bronx,104,2022,1,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,PROTEUS MIRABILIS,None,R,R,S,S,R,R,I,S,S,None,S,R,S,S,S,None,S,S,S,N/I,N/I,N/I,N/I,N/I,N/I,None,S,N/I,N/I,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
913509,New York,Bronx,104,2022,10,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,KLEBSIELLA PNEUMONIAE,11,S,S,S,S,S,S,S,S,S,S,S,R,S,S,S,R,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
541968,New York,Bronx,104,2022,11,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,STAPHYLOCOCCUS PSEUDINTERMEDIUS,12,S,S,N/I,None,N/I,None,S,I,N/I,None,None,S,I,N/I,I,None,N/I,N/I,None,R,N/I,R,S,S,N/I,None,None,N/I,N/I,N/I,None,None,N/I,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
941616,New York,Bronx,104,2022,12,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,STAPHYLOCOCCUS PSEUDINTERMEDIUS,None,S,S,S,None,S,S,S,S,S,None,None,S,S,S,S,None,S,S,None,S,S,S,S,S,None,None,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
986826,New York,Bronx,104,2022,2,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,16,S,S,None,None,None,None,S,S,None,None,None,R,S,None,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
577752,New York,Bronx,104,2022,3,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,10,S,R,S,None,S,S,S,S,S,None,None,R,S,S,S,None,S,S,None,S,S,S,S,R,S,None,None,S,R,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
398339,New York,Bronx,104,2022,4,FELINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,E COLI,17,S,S,S,None,S,S,S,S,S,None,None,R,S,S,S,None,S,S,None,S,S,S,S,R,None,None,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
625656,New York,Bronx,104,2022,5,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,KLEBSIELLA SP,None,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
912026,New York,Bronx,104,2022,6,CANINE,URINE CULT & SUSCEPTIBILITY,URINE CULTURE RESULTS,None,None,URINE,KLEBSIELLA PNEUMONIAE,13,S,S,S,S,S,S,I,S,S,S,S,S,S,S,S,S,S,S,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
